page	col	note_no	note_text	anchor_words	anchor_in_our_latin	layer
205	0401	a	Deest Carolino autographo S. Aredius ; et ejus loco : *Autisiodoro Eleutherii episcopi*. Postea Eleutherium hinc erasit Usuardus, lectis, ut conjicere est ; sancti illius praesulis Actis, quae mortem ejus non 26, sed 16 Augusti die consignant. Sextus decimus ille numeratur Autisiodorensis Ecclesiae episcopus, quem obiisse ferunt an. 551 : quod si verum est, falsae sunt notae chronologicae omnes, quibus usus est Anonymus in nova Labbei Bibliotheca, t. I, pag. 419. Quod S. Aredium spectat, Usuardum deceptum fuisse oportet Actis quibusdam illius sancti diversis ab iis quae juris publici fecit nostri Sodalitii praecipuum decus Mabillio, tom. I, Act., pag. 349 : haec enim narrant Aredium IX Kal. Sept. convocatis discipulis, eos de proxima sua morte monuisse ; et hora secunda noctis animam reddidisse. Quae secunda noctis hora si secundam post mediam noctem significet, mortuus fuerit Aredius VIII Kal. Septembris ; sin tantum secundam ab occasu solis indicet, IX Kal. obierit. Testatur Bernardus Guido in Bibliotheca Labbeana, pag. 631, festum S. Aredii agi VIII *Kal. Septembris*. BOUILLART.	. .* complevit. (a) In territorio Lemovicensi	yes, key read at the plate 2026-09-21 (leaf n205, corners 401/402), transcribed by the translating stint; see src/english/9215/cruces-0004.md; anchor re-taken from our Latin 2026-09-22	cn
210	0411	a	Hic lubens incastigatum dimitterem Sollerium. Etsi enim nonnihil vitii reprehenderit in Pratensi codice, nihilominus tamen illum inter puros annumerare dignatus est. Qua de re illi habeo gratiam. Sed Castellani testimonium vel in levissimis rebus infirmare non alienum fuerit. Scripsit oculatissimus ille inspector lituram in Pratensi esse a *Parisius dep.* usque ad finem. Hoc verum est. Deinde nunc in litura scriptum *ositio Mederici presbyteri et monachi*, etc. Id vero pernego: post *dep.* proxime sequitur *sancti Mederici et monachi:* Denique scriptum olim fuisse *Mederici episcopi*, ut criminatur Sollerius, id falsissimum est: cum Dervensis codex Medericum non episcopum vocet, sed presbyterum duntaxat. Neque etiam episcopus unquam fuit; sed primum monachus, dein abbas alterius ex duobus monasteriis, quae tunc temporis Augustoduni fuerat; tandem Parisiis, quo causa orationis venerat, vitam morte commutavit die quarto Kalendarum Septembrium. Haec ex Actis ejus, quae Mabilio noster edidit p. 1, tertii saeculi p. 10. Antequam hinc discedo, nonnihil difficultatis patior, unde se Sollerius expediat velim. Qua in litura S. Medericus, in eadem versatur S. Candida. Eadem utriusque correctionis scriptura est. Tamen de sancta Candida Sollerius sic: *Certe Usuardinam esse satis evincunt codices nostri.* Quod igitur de Mederico additum fuit, aeque Usuardinum est. Jam Sollerium rogo veniat ipse, docturus quid discriminis intersit hujus correctionis inter et aliarum correctionum scripturam. Nam nec ego, nec ullus ex hujus urbis eruditis ullum videmus. BOUILLART.	In pago Trecassino ... quievit in pace. (a) Parisius, depositio [Bouillart. add. sancti] Mederici presbyteri.	yes, key read at the plate 2026-09-22 (leaf n210, key at col 411/412; note text continues onto n211/col413-414, both leaves in my S4 list)	cn
213	0417	a	Falsus est et fefellit Sollerium Castellanus, cum scripsit sanctum Agilum non fuisse prima manu signatum. BOUILLART.	[ *Addit Bouillart.:* (a) In pago Meldensi, sancti	yes, key read at the plate 2026-09-22 (leaf n213, corners 417/418); anchor re-taken from our Latin 2026-09-22	cn
216	0423	a	Antiqua huic articulo Egidium supposuit manus, et ita antiqua, ut obscurum sit discrimen. Sed tamen aliam a prima esse Sollerius noverat, et nos ultro confitemur. Cur ergo tam levem ob causam purorum albo Pratensem codicem eradit ? BOUILLART.	Bouillart., charactere Italico:* (a) Eodem die natalis sancti	yes, key read at the plate 2026-09-22 (leaf n216, corners 423/424); anchor re-taken from our Latin 2026-09-22	cn
220	0431	a	Solita sua aequitate noster censor purum esse non censuit Pratensem codicem propter additam praesenti articulo S. Gregorii ordinationem, quamvis Scripturarum differentia se modo non in oculos ingerat. BOUILLART.	[ *Addit Bouillart:* (a) Romae ordinatio sancti Gregorii	yes, key read at the plate 2026-09-22 (leaf n220, corners 431/432); anchor re-taken from our Latin 2026-09-22	cn
224	0439	a	In Carolino autographo : *Eodem die sancti Bertini abbatis* : quod cum contra morem nostri esset, totum versum delevit, minutiorique litterarum forma instauravit, ut esset spatium, quo locum, ubi potissimum Bertinus colebatur, designaret. Apposite autem designatus fuit locus ille his verbis *in pago Tarvenensi*. Tunc enim monasterium quod primus rexit, aut cujus fabricæ supremam Bertinus imposuit manum, a Tarvenna aliquot leucis distabat. Nunc autem muris Audomaropolis inclusum est. BOUILLART.	Eodem die [ *Apud Bouillart.,* (a) in pago Tarvenensi	yes, key read at the plate 2026-09-21 (leaf n224, corners 439/440), transcribed by the translating stint; see src/english/9215/cruces-0008.md	cn
225	0441	a	Non e margine in textum irrepsit haec commemoratio: Senones sanctorum Germanorum, etc., ut ex ambiguis indiciis conjecit Sollerius: sed etiam num in margine legitur et quidem superiori. BOUILLART.	add. in margine:* (a) Senones, sanctorum germanorum	yes, key read at the plate 2026-09-22 (leaf n225, corners 441/442); anchor re-taken from our Latin 2026-09-22	cn
227	0445	a	In Carolino autographo, sancti Chlodoaldi presbyteri et confessoris. Non debuit Sollerius hac in re Pratensem codicem suis anteferre, qui nihil nisi primigenium admittere volebat: nam id elogii additum ab Usuardo fuit. BOUILLART.	sancti Chlodoaldi presbyteri, (a) tam generis	yes, key read at the plate 2026-09-22 (leaf n227, corners 445/446; key printed as a raised dot/period, not a letter, both in the band and at the note head); the key is printed as a raised dot, in the band and at the note head; recorded as key a; anchor re-taken from our Latin 2026-09-22	cn
230	0451	a	Omnium exemplorum, etiam Dervensis, hæc sunt verba : *In territorio Tarvennensi*. Lituræ tamen inscribuntur in Pratensi. Lituræ igitur omnibus exemplis antiquior facta igitur ab auctore. BOUILLART.	In territorio Taruanensi, (a) sancti Autmari episcopi	yes, key read at the plate 2026-09-21 (leaf n230 + Gallica f226, corners 451/452), transcribed by the translating stint; see src/english/9215/cruces-0008.md	cn
248	0487	a	Carolinum autographum primam inter et secundam annuntiationem haec interserit: *Item temporibus Adriani imperatoris, passio beatorum Eustachii cognomento Placidi et uxoris ejus Theospis, quorum miri actus leguntur*. Nec verbum habet de Eulogio Cordubensi. Tamen Heriniensem Codicem, qui purissimus erat, hoc die respuit Sollerius. Rogo qua causa? quatuor versus obliterati erant in Pratensi Codice; Heriniensis, suus Achilles, Pratensi repugnabat. An quidquam aliud alibi causae fuit, cur Pratensem rejiceret? Caeterum non miror quod Usuardus Eustachium e suo codice expunxerit: sed valde miror quod unquam admittere potuerit. De Eulogio Cordubensi, quo die, hoc an. II Martii martyrii palmam assecutus fuerit, magna controversia est. Usuardum Eulogio aequalem, martyrii prope oculatum testem, hallucinatum fuisse non est credibile. Sollerii sententiam amplector et ipsius verbis declaro. *Mihi certe dubium non est, quin Usuardus qui fere cominus Cordubensia certamina intuitus est, rationem pro eo tempore gravem habuerit cur Eulogium hoc die potius quam* XI *Martii collocaret*. BOUILLART.	agonizatus est. (a) Civitate Corduba	yes, key read at the plate 2026-09-22 (leaf n248, corners 487/488) - note signed BOUILLART set under NOTAE with a damaged raised mark before it, but no corresponding key was found anywhere in the printed band despite a full-resolution search (same pattern as the known n399 case in cruces-0012: key not located). Anchor position is inferred at the entry the note discusses (Corduba/Eulogii), not read from a band mark.; key position read on Gallica f244 by the orchestrator 2026-09-22 (the ª stands before Civitate)	cn
251	0493	a	In hoc articulo hæc verba *sancti Emerammi* lituræ superinducta sunt : item quidquid verborum *stupri* inter et *in pago* insertum est. Neutrius tamen lituræ ullum apparet in aliis codicibus vestigium. At quæ correctio omnibus exemplis est vetustior, cui præter quam auctori tribuenda est ? BOUILLART.	sunt. Apud Beuuariam, (a) sancti Emerammi episcopi	yes, key read at the plate 2026-09-21 (leaf n251 (+ Gallica f247), corners 493/494), transcribed by the translating stint; see src/english/9215/cruces-0008.md; anchor re-taken from our Latin 2026-09-22	cn
257	0505	a	Bene monuit Castellanus Aunarii annuntiationem erasam fuisse, et pressiori charactere fuisse denuo scriptam, ut sanctus Sollempnis accedere posset. Verum ista correctio ejusdem aetatis et auctoris est, cujus tres aliae quas jam hoc mense vidimus. Dervensis enim cum Heriniensi codice consentit, et sanctum Sollempnem refert. Utriusque igitur autographi est correctio adeoque vel primo exemplo antiquior. BOUILLART.	Autisiodoro (a), sancti Aunarii episcopi	yes, key read at the plate 2026-09-22 (leaf n257, corners 505/506; band and note both at the top of n257, continuing the entry begun on n256)	cn
267	0525	a	Toti septem hujus laterculi versus miserabiliter scalpello turpati. Ampla Sollerio divinandi materia, si Castellanus admonuisset. Si admonuisset autem? Cessare potuit in tanto rerum cardine ille inspector, qui variationes quantumvis exiles solertissime adnotavit? Non advertit tam deformem lituram, qui translationem sancti Vedasti, rem nihili; suggessit Sollerio manu recentiore fuisse articulo subnexam? Exscribit tamen sanctos illos omnes tam rigidus alias Pratensis codicis reprehensor. Fuit, opinor, e Sangermanis aliquis, qui a suo codice Grevenum et Molanum dissentire animadvertens, suum stylum ad Usuardi accommodavit. BOUILLART.	Bouillart., charactere Italico:* (a) Et translatio corporis	yes, key read at the plate 2026-09-22 (leaf n267, corners 525/526); key sits at the head of Bouillart's own italic addition, inside his bracket; anchor re-taken from our Latin 2026-09-22	cn
278	0547	a	Purus hic articulus totus. Totus Usuardinus ; nec syllabam repudiat Sollerius, nec apicem addit. Tantum sanctos Marcellum et Apuleum ad ultimum locum rejicit, qui secundo fuerant ab Usuardo collocati. Totus tamen a *beati Marci Papæ* ad finem obliteratus. Det veniam lector, si sæpius eadem inculcamus, culpamque in Sollerium conferat, qui tametsi tam sæpe lituris abusus fuerit, ut Pratensem codicem traduceret, tot lituras tamen inobservatas relinquit. Affectatum illud Sollerii silentium nostra maxime interest sæpius indicare : quod hinc maxime tota ejus labefactatur censura. Si enim Usuardum æque referunt lituræ, ac loca integra, perspicuum est lituras non posse pro regula esse rejiciendi codicis. Nulla enim est regula quæ veri falsique communis est. Proprium, ut sciscunt logici, in communi signo notari non potest. BOUILLART.	(a) Romae via Appia, depositio beati Marci	yes, key read at the plate 2026-09-21 (leaf n278 (+ Gallica f274), corners 547/548), transcribed by the translating stint; see src/english/9215/cruces-0008.md	cn
286	0563	a	Non quaedam hic verba, non aliquot versus, sed articulus a capite ad calcem scalpello miserabiliter faedatus laceratusque est, nec veteris articuli ullum superest vestigium. Versa tuos codices, R. P., quo abiit primigenia Usuardi simplicitas, si non auctor ipse, sed perfidus corruptor correctiones in codicem Pratensem induxit? BOUILLART.	Quirini et Pientiae. (a) In Scotia, sancti	yes, key read at the plate 2026-09-22 (leaf n286, corners 563/564); band and note both at the top of n286, continuing the entry begun on n285	cn
289	0569	a	« Pratensem codicem, inquit Sollerius, a puris exclusimus, quia in fine additamentum habet: *Ipso die sanctorum confessorum Giraldi et Leoboni.* » Ignosco, si monitus non fuit sanctos illos confessores a recentiore manu fuisse additos. BOUILLART.	Bouillart., Italico charactere:* (a) Ipso die sanctorum	yes, key read at the plate 2026-09-22 (leaf n289, corners 569/570); key sits at the head of Bouillart's own italic addition, inside his bracket; anchor re-taken from our Latin 2026-09-22	cn
295	0581	a	Pro in pago Bituricensi scribit Sollerius in territorio Bituricensi. Quo auctore? An quia litura hic est in Pratensi codice? Sed sanctum Ambrosium Caturcensem pariter in litura positum admittit. Deinde frigide ait: *Habet praeterea Pratensis additamentum: monasterio Dervo, sancti Bercharii abbatis et martyris.* Atque eam ob causam solus Molanus aut purus aut puro proximus est. Quae causa tamen non videtur justa, nisi quia dissimulat, quod probe noverat, illud additamentum esse recentioris manus. Dervensis codex Ambrosium Caturcensem non episcopum, sed confessorem vocat, additque: *Item in territorio Tullensi, sancti Elifii martyris.* BOUILLART.	confessoris. [ *Bouillart.:* (a) sancti Ambrosii Caturcensis	yes, key read at the plate 2026-09-22 (leaf n295, corners 581/582; band at top of page, continuing the entry from n294); the note is printed under VARIANTES LECTIONES rather than immediately below the band, matching the pattern seen elsewhere in this work; the plate prints Ambrosii at both points in the band, while our Latin (0010.md) has Amorosii at the second - anchor keeps our file's spelling.; anchor re-taken from our Latin 2026-09-22	cn
297	0585	a	Sancti Vincentii commemorationem merum esse additamentum censet Sollerius ex Heriniensis et Tornacensis probatissimorum codicum auctoritate, quamvis decem codices ipse referat, qui Pratensem imitantur, et eandem lectionem habeant nostri omnes. Jam diu me contineo quin dentem in duos illos codices figam. Sed nimium diu patiens fui. Mirabitur fortasse lector qui possim codicum auctoritatem deprimere, quos neque vidi, neque videre potui: at id habet commodi Sollerii censura, quod, quibus maxime fidit praesidiis, ea ipse aut bona fide aut negligentia prodat. Quanti fieri debeant illi duo codices, indicio erit, si quidquam aliud, usus quem hactenus Sollerio praestiterunt. Diebus hujus mensis I, XI, XV, XVI; Septembris I, III, VII, X, XX, XXV, XXVII; Augusti XIX, XXV; Julii I, XI, XVIII; Junii I, III, VIII, XXI, XXIII; Maii I, IX, XXIX; Aprilis XXX; Martii XVI, XXV; Februarii III, X, XV; Januarii XXIII; ambo e puris excluduntur: et quibus alteruter excluditur, tot per annum sunt dies, ut numerandi taedium ferre non potuerim. Hic additamentum est, illic omissio, nunc elogii resectio, alibi pravae et corruptae lectiones. Ex iis codicibus Pratensem Sollerius corrigit scilicet, BOUILLART.	Addit Bouillart.:* (a) In territorio Nivernensi	yes, key read at the plate 2026-09-22 (leaf n297, corners 585/586)	cn
301	0593	a	Etsi manus recentior in margine SS. Savinianum et Potentianum inscripserit, nihilominus tamen inter puros codices Pratensem recensuit Sollerius. Lectorem obsecro ut advertat qua ratione motus id fecerit: *quia*, inquit, *quae sunt ad marginem apposita recentius, textus integritati nihil officiunt*. Eadem aequitate fuit 18 Januarii, 21 Februarii, 13, 25 Aprilis, 15 Maii, 8 et 28 Julii, 6 Septembris. Quaeso te, Solleri, dic mihi quid intersit discriminis inter ea, quae ad marginem sunt recentius apposita; et ea quae in residuo articuli spatio sunt recentius addita? Tu dicis in tua praefatione nihil a te contra Pratensem codicem disputatum et discussum, nisi veritatis indagandae gratia. Ego te per illud veritatis studium, quo flagras, oro atque obtestor ut mihi discrimen istud assignes. Si vero non possis, qua fide, quo veritatis studio, 10 Junii propter sanctum Landericum; 18 Julii propter S. Arnulfum; 1 Septembris propter S. Egidium; 3 ejusdem mensis propter S. Gregorium; 19 Novembris propter S. Odonem, Pratensem codicem inter puros enumerare dedignatus es? Rursus, si ad marginem recentius apposita textus integritati nihil officiunt, cur die 24 hujus mensis codicem Pratensem rejicis, quamvis Maglorius extra textum et in margine sit inscriptus? Frustra dissimulas te monitum a Castellano fuisse. Nemo crediderit id ejus aciem effugisse, quem ubique praedicas oculatissimum inspectorem. BOUILLART.	in margine:* (a) Translatio sanctorum martyrum	yes, key read at the plate 2026-09-22 (leaf n301, corners 593/594); the key appears only at the head of the note under NOTAE, not on any word inside the band itself despite a full-resolution search (same pattern as n248 and the known n399 case in cruces-0012); anchor position is inferred at Bouillart's own addition, the entry the note discusses.	cn
303	0597	a	Addit Dervensis codex : « Hac eadem die depositio sancti Sindulfi confessoris, qui in gymnasio contemptus mundi agonizans volubilem solem vertit in usum ac perfecte ævum præsens despiciens ex toto corde secutus est Christum. Cujus conversio virtutibus et miraculis coruscans cœlibem declarat eum vitam duxisse. Quique duplicem terram efficaciter fugiens atque ab ea exiliens cum patriarchis in lacrymis seminans, fructumque sanctæ conversationis relinquens, cum apostolis seipsum pro Christo mactans, cum martyribus utrasque manus de salo hujus peregrinationis protendens ad litus, cum confessoribus digitos suos implens myrra probatissima cum virginibus animæ suæ sponso respondit cantico novo, quousque illi occurreret super montes aromatum simili capreæ et hinnulo cervorum. » Hæc ducta sunt ex Vita S. Sindulfi, quam nono sæculo scripsit Almannus, monachus Altovillarensis, et edidit Mabillio noster tom. I *Act.*, p. 368. Nemo nescit Altovillarense et Dervense monasteria fuisse a S. Nivardo primum fundata : ex qua affinitate factum est ut communes utriusque festi dies essent. BOUILLART.	exceptio sanctorum martyrum Georgii diaconi et Aurelii (a).	yes, key read at the plate 2026-09-21 (leaf n303 + Gallica f299, corners 597/598), transcribed by the translating stint; see src/english/9215/cruces-0008.md	cn
305	0601	a	In Dervensi codice ante ultimam commemorationem, *Civitate Lugdunensi, sanctae Ciliniae matris* beatissimi Remigii Remorum archiepiscopi. BOUILLART.	beati Justi Lugdunensis episcopi (a).	yes, key read at the plate 2026-09-22 (leaf n305, corners 601/602); the archive copy clips the whole left margin and column of this page (601 is not printed on it at all), so both the key and the note text were read on Gallica f301 rather than the archive.	cn
313	0617	a	Articulum claudit in Dervensi codice: *Remis metropoli, sancti Celsini confessoris.* BOUILLART.	sancti Hilarii episcopi et confessoris (a).	yes, key read at the plate 2026-09-22 (leaf n313, corners 617/618)	cn
322	0635	a	Lucanum orae codicis additum fatemur. In Germano prima manus. BOUILLART.	*Addit Bouillart in textu* (a): Ipso die sancti Germani	yes, key read at the plate 2026-09-22 (leaf n322, corners 635/636)	cn
337	0665	a	Hic multa movet de Herculano Sollerius, cujus Herculani elogium Usuardo ascribendum esse merito autumat, consentientibus probatissimis quibusque codicibus, cum exaratis manu, tum excusis; quia tamen non in textu Pratensis codicis, sed in margine elogium istud manu recentiore scriptum legitur, hinc orta est acuto censori dubitatio, utra sit auctoris manus, seu, ut ipse loquitur, *utra manus autographa sit*. Quam dubitationem ita tollit, ut existimet nec priorem nec posteriorem manum Usuardinam esse, et ita judicaturum quisquis, deposito partium studio, hoc et alia Pratensis codicis vitia expenderit. Contestor eruditos omnes, an paucula quaedam in margine aut vacuo versus spatio manu recentiore addita (quod unum est Pratensis codicis vitium, si tamen vitium est) eo quemquam inclinare possint, ut autographum dubitet esse martyrologium, quod et chronologicis notis et litterarum forma constat nono saeculo et Usuardi aetate conscriptum; quod in Sangermana abbatia compositum est, et in usum ejusdem abbatiae concinnatum ab ejusdem abbatiae monacho; quod per trecentos aut eos amplius annos publice in capitulo lectum est; quod studiosissime servatum est in bibliotheca nunquam expilata, nunquam ambusta, saltem a nono saeculo? Quid in hoc litteraturae genere certum esse potest, si hoc non est? De Herculani elogio orae codicis addito jam in epistola exposui qui acciderit, ut codici autographo deesset, et tamen in omnibus exemplis reperiatur. BOUILLART.	Apud Perusinam, Italiae urbem (a), natalis	yes, key read at the plate 2026-09-22 (leaf n337, corners 665/666)	cn
339	0669	a	Quinque illi martyres in litura versantur; nec tamen a Pratensi ulla exempla discrepant. Rogo cuinam ascribenda sit correctio. BOUILLART.	Castorii et Simplicii (a), qui primo	yes, key read at the plate 2026-09-22 (leaf n339, corners 669/670)	cn
349	0689	a	Sic habet hoc loco Pratensis codex. Tria verba haec : *Civitate Toleto sancti* nihil differunt a reliqua pagina. Duae primae syllabae nominis *Eugenii* ab eadem sunt manu, sed nigriore atramento. Caeterae litterae ejusdem nominis et *antistitis* in litura sunt, cum primis quatuor litteris vocis *Malbodio*. Caetera sana. Suspicor tamen novo atramento suffusas fuisse pristinas litteras ne evanescerent. Conjecturam firmant duae postremae syllabae vocis *Aldegundis*, et integra vox *virginis*, quae, quod eodem modo renovatae non sunt, incipiunt minus ac minus oculos ferire. BOUILLART.	sancti Briccii episcopi. (a) Civitate Toleto	yes, key read at the plate 2026-09-22 by the orchestrator on Gallica f345 (the ª before Civitate, and the ª opening the note). The archive copy n349 (corners 689/690) clips the left margin, which cut the key off the note, so sweep S6 recorded the page as band, no key. Note text read whole on Gallica	cn
364	0719	a	Hic Sollerius primum notat de suo, Pratensem codicem *hoc die et duobus sequentibus a puris, imo ab omnibus ferme codicibus recedere*. Ego, qui die sequenti nullam in codice lituram videbam, non manum aliam, non aliud attramentum, statim admirari, vertere folium, Sollerianum textum percurrere, scire avidus quid vitio censor Pratensi daret. Nihil a Pratensi diversum. Sed quid animi fuit cum hæc legi statim post textum : *Undecumque puri sunt Pratensis, Heriniensis, etc.* Fateor, vix risum tenere potui. Pergo legere varias lectiones hujus diei XXI : *Turbatissima ibi omnia esse oportet, cum testetur Castellanus, ad* XXII *de sola Cæcilia agi : porro* XXIII *expunctum rursus textum totum, etc. Tum de Columbano, etc., ad* XXIV *observatur diversa manus ; unde ferme posset conjici eamdem omnino esse quæ* XIX, XXI, XXII *et* XXIII, *hujus mensis, in textus omnes grassatur*. Credit lector hæc serio dici, et incipit Pratensi codici timere ex illo Castellani testimonio. Quæso, oculos conjiciat in alteram e regione paginam, omni timore liberabitur. *Ego*, inquit Sollerius, *in Auctariis, hoc et duobus sequentibus diebus Castellani novissimo testimonio innitendum non putavi.* Præclaram censuram ? Cætera videamus. Primum stomachatur Sollerius hic additam fuisse Mariam Neocorensem : nullo tamen argumento sanctæ virginis mortem die I hujus mensis potius quam hoc die consignandum esse. Deinde affirmat Columbanum ab Usuardo hic fuisse memoratum. Fateor satius futurum fuisse Columbanum relinquere quo illum loco primum annuntiaverat. Nam, teste Jona Vitæ auctore, sanctus ille abbas hoc die mortem obiit. Sed majorem, quam Adoni, fidem habuit Usuardus Kalendario quod Ludovici Pii tempore conditum fuit pro quibusdam Galliarum ecclesiis, quæ ritum Romanum a Carolo Magno præscriptum amplecti vellent ; forte etiam incidit in Gellonense Martyrologium, quod et ipsum non hoc die, sed XXIII hujus mensis sanctum Columbanum memorat. Demetrius et Honorius sumuntur ex Hieronymianis Indicibus, qui undecim alios addunt, saltem in perantiquo nostro codice. BOUILLART.	ad Romanos scribit. (a) Apud Neocorensem civitatem	yes, key read at the plate 2026-09-21 (leaf n364, corners 719/720), transcribed by the translating stint; see src/english/9215/cruces-0012.md	cn
367	0725	a	Pugnat Sollerius Columbanum non fuisse hodie ab Usuardo memoratum. Argumenta duo sunt. Primum ex Adonis auctoritate ducit, quem certus est de Columbano mentionem fecisse medius tertius. Alterum vero est dies mortis Columbani, quem diem esse hujus mensis XXI testatur Ionas, Vitæ scriptor. Jam dixi non semel, Usuardus erraverit necne, nihil nostra interesse, propter errata quædam opus auctori abjudicari non posse : quod tamen ultimum argumentum ita malum judico, ut Sollerii causa bonum esse vellem. De isto articulo nescio quid Sollerium admonuerit Chamillartus, sed in Auctariis video legisse illum aliter atque Castellanus legit. *Quod certe non capio*, inquit Sollerius, *nisi a tempore Sirmondi nova interpolatio accesserit*. Tam atrocem accusationem ulciscerer, nisi iratus essem. BOUILLART.	*Interserit Bouillart.:* (a) In Italia, beati Columbani	yes, key read at the plate 2026-09-21 (leaf n367, corners 725/726), transcribed by the translating stint; see src/english/9215/cruces-0012.md	cn
387	0765	a	Syrani commemoratio a prima manu sine ulla litura, addita tamen, sed ab Usuardo. Notus est ille Syranus aut Sigirannus. Ejus gesta Labbeus in Bibliotheca et Mabillio in Actis Benedictinis juris publici fecerunt. BOUILLART.	pago Bituricensi, sancti Syrani (a) abbatis	yes, key read at the plate 2026-09-21 (leaf n387, corners 765/766), transcribed by the translating stint; see src/english/9215/cruces-0012.md	cn
396	0783	a	Hoc loco folium ex codice avulsum est. Sed qui illud restituit, quia majoribus litteris usus est, hunc articulum imperfectum reliquit et plus media parte truncum. Quæ deerant, ex codice Pratensi B. supplevit Sollerius. Laudo factum et imitor. BOUILLART.	dira], carceris custodia macerata (a), cum	yes, key read at the plate 2026-09-21 (leaf n396, corners 783/784), transcribed by the translating stint; see src/english/9215/cruces-0012.md	cn
399	0789	a	Eutychius amissus fuit in Dervensi codice. BOUILLART.	In Hispaniis, sancti Euticii (a), cujus	yes, key read at the plate 2026-09-22 (leaf n399, corners 789/790)	cn
417	0825	a	Fateor Basileum hic non bene fuisse ab Usuardo annuntiatum. Nam si Hieronymianos indices secutus est, scribere debuit : *Civitate Hostia, SS. Demetrii, Honorati* (nam de Floro nulla mentio in pervetusto nostro codice) ; aut si Basileum animus erat commemorare, non *Hostiam* sed *Antiochiam* civitatem assignari oportebat. Quærenti hujus errati causam, in mentem rediit diei XXI Novembris, ubi legeram : *Civitate Hostia, sanctorum martyrum Demetrii et Honorii*. Statim evolvi nostrum Hieronymiani Martyrologii codicem qui ad ætatem Usuardi proxime accedit, quemque verisimile est ex illo exscriptum esse, quem Usuardus in suo scribendo consuluit. Ibi utroque die, id est XXI Novembris et XXII Decembris, memoratos video eosdem sanctos ex iisdem versibus, Hostiæ, SS. Demetrium et Honorium, Antiochiæ, sanctum Basileum, hoc uno discrimine, quod XXII Decembris pro *Honorius* legatur *Honoratus*. Equidem conjicio ex illa sanctorum urbiumque similitudine errorem fluxisse. Fortasse Usuardus articulum suum clauserat SS. Demetrii et Honorati commemoratione. Postea in memoriam rediens eosdem sanctos XXI die Novembris fuisse consignatos, vitium scriptoris suspicatus delevit quod scripserat (nam falso monuit Castellanus nullam esse lituram), sanctum Basileum subrogavit, et memoriæ lapsu pro *Antiochia* scripsit *Hostia*. Ut ut est, nihil inde auctoritatis amittit Pratensis codex qui autographi loco habebitur, donec erunt qui ex fonte haurire malint quam rivulos consectari. BOUILLART.	*Bouillart.*: (a) Civitate Hostia, sancti Basilei	yes, key read at the plate 2026-09-21 (leaf n417, corners 825/826), transcribed by the translating stint; see src/english/9215/cruces-0012.md	cn
421	0833	a	Pratenses mss. omnes, uno excepto, juxta morem antiquum Usuardi nostri ævo usitatum, annum hic incipiunt, quos sequuntur innumeri alii. Martyrologium tamen Sollerii a Circumcisione Domini, id est a Kalendis Januarii, initium ducit. BOUILLART.	(a) Vigilia natalis Domini. Apud Antiochiam	yes, key read at the plate 2026-09-21 (leaf n421, corners 833/834), transcribed by the translating stint; see src/english/9215/cruces-0012.md	cn
422	0835	a	Sollerio non placet quod Usuardinus codex Pratensis cum non nullis aliis, inter, *anno Cæsaris Augusti* XLII et *olympiadis* CXCIII legat, *hebdomada, juxta Danielis prophetiam*, LXVI. Hæc verba ad textum pertinere non existimat, eo quod in quinque codicibus, quos hoc in loco puros censet, minime reperiantur. At hi codices Pratensi inferiores ætate sunt. Uter vero alteri est anteponendus, fons rivulo, an fonti rivulus ? Cur cæteri codices non habeant, nescio. Nam nulla hic litura est in Pratensi. Suspicor primum ab Usuardo fuisse scripta ; sed cum dictavit offerendum regi Martyrologium, hac de re opinionum varietate territum timuisse, ne quid incerti traderet. BOUILLART.	*interserit Bouillart.:* (a) ebdomada, juxta Danielis	yes, key read at the plate 2026-09-21 (leaf n422+n423, corners 835/836+837/838), transcribed by the translating stint; see src/english/9215/cruces-0012.md	cn
429	0849	a	Hic sane mirandus Sollerius, qui, rejectis mss. codicibus omnibus etiam antiquis, soli Molanae editioni adhaereat. Quasi vero Pratensis codex, ipso fatente, si non primigenius, saltem antiquissimus, majoris non esset auctoritatis. Neque refert quod sancta Melania in fine articuli adjecta sit, cum legatur in nonnullis codicibus cum ab ipso laudatis, tum in Prat. cod. B. D. E. et Montisburg. Praeterea hoc additamentum non ab aliena, sed a primaria manu exaratum est; qua de causa hoc die Melaniam Usuardus memoraverit, incompertum. Festus ejus dies colitur vulgo xxxi. Quod spectat ad sanctum Thomam Cantuariensem, quem manu Gothica scriptum et sub finem adjectum cl. Castellanus in famosa illa epistola a Sollerio toties laudata asserit, id omnino a veritate alienum. De sancto Thoma ne verbum quidem in Pratensi codice. Jam hinc perspiciat veri studiosus lector quantum in reliquis Castellano credendum sit. BOUILLART.	[ *Addit Bouillart:* (a) Item Hierosolymis, sanctae	yes, key read at the plate 2026-09-22 (leaf n429, corners 849/850)	cn
